longitude,latitude,aver_price,latlon
113.37568799999998,23.196296,50.0,"113.37568799999998,23.196296"
113.31634199999999,23.153592,110.0,"113.31634199999999,23.153592"
113.604271,23.145804000000002,20.0,"113.604271,23.145804000000002"
113.335255,23.125138,149.4,"113.335255,23.125138"
113.35905600000001,23.011876,64.7,"113.35905600000001,23.011876"
113.210834,23.181746,41.2,"113.210834,23.181746"
113.294302,23.103079,58.5,"113.294302,23.103079"
113.308881,23.047489000000002,37.5,"113.308881,23.047489000000002"
113.37536899999999,23.195291,74.4,"113.37536899999999,23.195291"
113.23196399999999,23.181372,36.7,"113.23196399999999,23.181372"
113.29833500000001,23.229237,53.6,"113.29833500000001,23.229237"
113.366831,23.173789000000003,60.2,"113.366831,23.173789000000003"
113.363748,23.462562,22.0,"113.363748,23.462562"
113.36574099999999,23.135116,106.7,"113.36574099999999,23.135116"
113.29859099999999,23.077185999999998,60.0,"113.29859099999999,23.077185999999998"
113.280727,23.001908,49.0,"113.280727,23.001908"
113.296107,23.098301,77.5,"113.296107,23.098301"
113.49386899999999,23.177867000000003,50.0,"113.49386899999999,23.177867000000003"
113.23792900000001,23.100404,57.4,"113.23792900000001,23.100404"
113.346814,22.967518,39.7,"113.346814,22.967518"
113.308195,23.294991,30.0,"113.308195,23.294991"
113.329399,23.1806,116.7,"113.329399,23.1806"
113.34719,23.145276000000003,63.3,"113.34719,23.145276000000003"
113.32132299999999,23.107067999999998,80.5,"113.32132299999999,23.107067999999998"
113.32566200000001,23.126293,107.1,"113.32566200000001,23.126293"
113.279008,23.130982,80.0,"113.279008,23.130982"
113.319383,23.027318,35.3,"113.319383,23.027318"
113.39941599999999,23.144624,48.4,"113.39941599999999,23.144624"
113.36436100000002,22.911981,36.4,"113.36436100000002,22.911981"
113.279946,23.267619,23.6,"113.279946,23.267619"
113.244405,23.125836,48.5,"113.244405,23.125836"
113.346709,23.128562,115.0,"113.346709,23.128562"
113.34175400000001,23.09506,61.9,"113.34175400000001,23.09506"
113.36892399999999,23.463734,25.8,"113.36892399999999,23.463734"
113.26122600000001,23.14057,56.9,"113.26122600000001,23.14057"
113.33316299999998,23.033832999999998,40.5,"113.33316299999998,23.033832999999998"
113.531158,23.217363,33.8,"113.531158,23.217363"
113.822594,23.280435999999998,87.0,"113.822594,23.280435999999998"
113.32834299999999,23.280517,33.7,"113.32834299999999,23.280517"
113.22175,23.069031,30.0,"113.22175,23.069031"
113.549699,22.826349,19.4,"113.549699,22.826349"
113.32834299999999,23.280517,34.7,"113.32834299999999,23.280517"
113.331676,23.135627,54.9,"113.331676,23.135627"
113.36168400000001,23.038135999999998,61.4,"113.36168400000001,23.038135999999998"
113.50799099999999,23.179778,66.7,"113.50799099999999,23.179778"
113.262394,23.112133,70.3,"113.262394,23.112133"
113.41038999999999,23.131859,136.2,"113.41038999999999,23.131859"
113.297877,23.072644,52.4,"113.297877,23.072644"
113.350792,23.147644,210.0,"113.350792,23.147644"
113.384511,23.170501,18.2,"113.384511,23.170501"
113.32136799999999,23.132699,155.0,"113.32136799999999,23.132699"
113.331775,23.189029,166.6,"113.331775,23.189029"
113.333373,23.029657,33.3,"113.333373,23.029657"
113.272958,23.178453,96.0,"113.272958,23.178453"
113.48220900000001,22.949707999999998,30.4,"113.48220900000001,22.949707999999998"
113.41012,23.120274,81.2,"113.41012,23.120274"
113.37636499999999,23.088852,32.8,"113.37636499999999,23.088852"
113.400199,23.132578,116.7,"113.400199,23.132578"
113.38479199999999,23.137159,76.7,"113.38479199999999,23.137159"
113.363748,23.462562,15.5,"113.363748,23.462562"
113.45231399999999,23.102822,39.0,"113.45231399999999,23.102822"
113.604271,23.145804000000002,19.8,"113.604271,23.145804000000002"
113.282954,23.189345,65.6,"113.282954,23.189345"
113.32861499999999,23.200654999999998,23.6,"113.32861499999999,23.200654999999998"
113.225822,23.156323,26.2,"113.225822,23.156323"
113.331753,22.9633,34.4,"113.331753,22.9633"
113.365677,23.145626,47.2,"113.365677,23.145626"
113.49386899999999,23.177867000000003,34.9,"113.49386899999999,23.177867000000003"
113.333228,23.025779999999997,93.8,"113.333228,23.025779999999997"
113.22178500000001,23.069076000000003,27.1,"113.22178500000001,23.069076000000003"
113.64456899999999,23.132510999999997,23.7,"113.64456899999999,23.132510999999997"
113.204555,23.167569,51.7,"113.204555,23.167569"
113.34413500000001,23.14099,83.3,"113.34413500000001,23.14099"
113.406379,23.126321,76.7,"113.406379,23.126321"
113.281833,23.130506,55.7,"113.281833,23.130506"
113.366409,23.134098,52.0,"113.366409,23.134098"
113.376112,23.139871,80.0,"113.376112,23.139871"
113.32440700000001,23.124074,105.9,"113.32440700000001,23.124074"
113.22175,23.069031,35.7,"113.22175,23.069031"
113.55143600000001,22.801919,34.0,"113.55143600000001,22.801919"
113.219802,23.072054,22.4,"113.219802,23.072054"
113.36366000000001,22.918489,71.4,"113.36366000000001,22.918489"
113.57026100000002,23.137317000000003,16.3,"113.57026100000002,23.137317000000003"
113.286156,23.144970999999998,81.2,"113.286156,23.144970999999998"
113.48220900000001,22.949707999999998,40.5,"113.48220900000001,22.949707999999998"
113.215947,23.153044,45.3,"113.215947,23.153044"
113.314379,23.053117,42.4,"113.314379,23.053117"
113.325828,23.146535,78.7,"113.325828,23.146535"
113.501033,23.447717,26.3,"113.501033,23.447717"
113.286188,23.217774,48.0,"113.286188,23.217774"
113.50799099999999,23.179778,37.0,"113.50799099999999,23.179778"
113.32351200000001,22.966835999999997,41.0,"113.32351200000001,22.966835999999997"
113.296646,23.127651,46.7,"113.296646,23.127651"
113.28069199999999,23.183487,67.4,"113.28069199999999,23.183487"
113.263117,23.178082999999997,48.2,"113.263117,23.178082999999997"
113.618229,23.134954,33.3,"113.618229,23.134954"
113.33632,23.121668,187.5,"113.33632,23.121668"
113.26402,23.206519,37.5,"113.26402,23.206519"
113.274166,23.172506,40.0,"113.274166,23.172506"
113.334604,23.200253,39.1,"113.334604,23.200253"
113.210043,23.198945000000002,31.6,"113.210043,23.198945000000002"
113.31571299999999,23.12451,75.0,"113.31571299999999,23.12451"
113.210043,23.198945000000002,36.1,"113.210043,23.198945000000002"
113.30726899999999,23.152545,74.5,"113.30726899999999,23.152545"
113.53884,22.800968,33.3,"113.53884,22.800968"
113.27623700000001,23.172302,106.1,"113.27623700000001,23.172302"
113.30306499999999,23.126360000000002,94.3,"113.30306499999999,23.126360000000002"
113.295353,23.128789,66.7,"113.295353,23.128789"
113.337326,23.18648,54.9,"113.337326,23.18648"
113.268375,23.251451,44.4,"113.268375,23.251451"
113.338076,23.127821,69.6,"113.338076,23.127821"
113.599025,23.131439,23.7,"113.599025,23.131439"
113.848422,23.287082,10.2,"113.848422,23.287082"
113.321997,23.02393,38.3,"113.321997,23.02393"
113.37114299999999,22.961413,76.4,"113.37114299999999,22.961413"
113.337051,23.152801999999998,93.6,"113.337051,23.152801999999998"
113.241212,23.137263,35.5,"113.241212,23.137263"
113.314458,23.031259,40.0,"113.314458,23.031259"
113.262174,23.206871,56.6,"113.262174,23.206871"
113.276583,23.128988,127.0,"113.276583,23.128988"
113.34803799999999,23.124057,188.9,"113.34803799999999,23.124057"
113.48220900000001,22.949707999999998,28.6,"113.48220900000001,22.949707999999998"
113.377126,22.943593,21.3,"113.377126,22.943593"
113.364302,23.128054000000002,55.6,"113.364302,23.128054000000002"
113.280019,23.07161,62.3,"113.280019,23.07161"
113.29980400000001,23.076164000000002,48.1,"113.29980400000001,23.076164000000002"
113.23076499999999,23.136981,38.5,"113.23076499999999,23.136981"
113.33316299999998,23.033832999999998,43.1,"113.33316299999998,23.033832999999998"
113.28076899999999,23.145651,66.7,"113.28076899999999,23.145651"
113.52541799999999,23.116857,27.8,"113.52541799999999,23.116857"
113.35864299999999,22.917682,27.3,"113.35864299999999,22.917682"
113.25964499999999,23.131182,40.0,"113.25964499999999,23.131182"
113.45648899999999,23.101372,72.0,"113.45648899999999,23.101372"
113.25963999999999,23.201452,43.8,"113.25963999999999,23.201452"
113.297886,23.092267,52.4,"113.297886,23.092267"
113.60030800000001,23.130957000000002,27.7,"113.60030800000001,23.130957000000002"
113.373425,22.94044,21.2,"113.373425,22.94044"
113.328222,23.066001999999997,77.6,"113.328222,23.066001999999997"
113.24986000000001,23.135832999999998,53.1,"113.24986000000001,23.135832999999998"
113.31427099999999,23.089791,56.3,"113.31427099999999,23.089791"
113.380654,23.139773,72.0,"113.380654,23.139773"
113.30426000000001,23.129965,72.4,"113.30426000000001,23.129965"
113.268579,23.093339999999998,58.1,"113.268579,23.093339999999998"
113.207353,23.080473,33.0,"113.207353,23.080473"
113.21998300000001,23.117198000000002,50.0,"113.21998300000001,23.117198000000002"
113.36892399999999,23.463734,23.8,"113.36892399999999,23.463734"
113.29996000000001,23.338867999999998,34.0,"113.29996000000001,23.338867999999998"
113.26167099999999,23.181841,38.5,"113.26167099999999,23.181841"
113.33928600000002,23.046101999999998,32.5,"113.33928600000002,23.046101999999998"
113.35731200000001,22.975742999999998,37.5,"113.35731200000001,22.975742999999998"
113.275892,23.124829000000002,139.3,"113.275892,23.124829000000002"
113.385199,23.177817,32.2,"113.385199,23.177817"
113.489899,22.954772,32.8,"113.489899,22.954772"
113.287547,23.168025,43.3,"113.287547,23.168025"
113.362067,22.929796,38.0,"113.362067,22.929796"
113.58388000000001,23.132528,35.0,"113.58388000000001,23.132528"
113.344472,22.970091,25.0,"113.344472,22.970091"
113.34253000000001,23.181239,69.4,"113.34253000000001,23.181239"
113.351549,23.037188,43.7,"113.351549,23.037188"
113.29983999999999,23.230961999999998,76.9,"113.29983999999999,23.230961999999998"
113.33896674177,22.975204690219,43.1,"113.33896674177,22.975204690219"
113.436953,23.114123,33.3,"113.436953,23.114123"
113.333863,23.149326000000002,104.7,"113.333863,23.149326000000002"
113.272823,23.127102999999998,107.7,"113.272823,23.127102999999998"
113.344472,22.970091,28.6,"113.344472,22.970091"
113.31201599999999,23.077565,53.3,"113.31201599999999,23.077565"
113.214074,23.182507,38.5,"113.214074,23.182507"
113.455669,23.106815,70.3,"113.455669,23.106815"
113.303081,23.223095999999998,83.7,"113.303081,23.223095999999998"
113.202739,23.07564,22.6,"113.202739,23.07564"
113.33632,23.121668,155.4,"113.33632,23.121668"
113.382327,22.919779000000002,48.1,"113.382327,22.919779000000002"
113.683816,23.27982,26.1,"113.683816,23.27982"
113.314334,23.440186999999998,30.0,"113.314334,23.440186999999998"
113.28933400000001,23.115558,76.9,"113.28933400000001,23.115558"
113.55243899999999,22.798052,24.4,"113.55243899999999,22.798052"
113.25055400000001,23.123372,80.5,"113.25055400000001,23.123372"
113.337566,23.020446,27.5,"113.337566,23.020446"
113.400653,23.121532000000002,40.0,"113.400653,23.121532000000002"
113.32996999999999,23.154255,129.0,"113.32996999999999,23.154255"
113.341315,23.155378,99.4,"113.341315,23.155378"
113.300904,23.149526,95.7,"113.300904,23.149526"
113.312614,23.108369,68.0,"113.312614,23.108369"
113.30621799999999,23.037279,53.3,"113.30621799999999,23.037279"
113.27811499999999,23.252729000000002,27.2,"113.27811499999999,23.252729000000002"
113.317074,23.145879,53.3,"113.317074,23.145879"
113.32290400000001,23.126179999999998,160.0,"113.32290400000001,23.126179999999998"
113.261103,23.174568,47.1,"113.261103,23.174568"
113.298809,23.240432000000002,39.7,"113.298809,23.240432000000002"
113.24620700000001,23.079925,40.5,"113.24620700000001,23.079925"
113.235721,23.141126999999997,50.7,"113.235721,23.141126999999997"
113.55243899999999,22.798052,30.1,"113.55243899999999,22.798052"
113.270533,23.126375,53.8,"113.270533,23.126375"
113.21398,23.184919,38.9,"113.21398,23.184919"
113.40819199999999,23.384393,14.7,"113.40819199999999,23.384393"
113.264357,23.179023,43.8,"113.264357,23.179023"
113.379815,23.127289,48.3,"113.379815,23.127289"
113.328069,22.966256,39.0,"113.328069,22.966256"
113.447232,23.107746,58.4,"113.447232,23.107746"
113.40010900000001,23.099401,31.1,"113.40010900000001,23.099401"
113.59710804321001,23.550555627167,5.9,"113.59710804321001,23.550555627167"
113.56503300000001,23.217396,28.1,"113.56503300000001,23.217396"
113.82548100000001,23.229882999999997,29.4,"113.82548100000001,23.229882999999997"
113.38881299999998,23.106046,59.1,"113.38881299999998,23.106046"
113.26876100000001,23.105012,61.9,"113.26876100000001,23.105012"
113.292957,23.145713,100.0,"113.292957,23.145713"
113.409527,22.947021,29.7,"113.409527,22.947021"
113.33436499999999,23.214848,30.0,"113.33436499999999,23.214848"
113.36805600000001,23.139454,94.9,"113.36805600000001,23.139454"
113.334566,22.972482,36.1,"113.334566,22.972482"
113.331775,23.189029,155.4,"113.331775,23.189029"
113.30726899999999,23.152545,88.2,"113.30726899999999,23.152545"
113.323674,23.017565,23.1,"113.323674,23.017565"
113.32311100000001,23.127863,122.4,"113.32311100000001,23.127863"
113.25738,23.149193,41.7,"113.25738,23.149193"
113.279579,23.206020000000002,35.6,"113.279579,23.206020000000002"
113.36633799999998,23.144938,133.3,"113.36633799999998,23.144938"
113.213652,23.144516,36.7,"113.213652,23.144516"
113.299221,23.076475,40.9,"113.299221,23.076475"
113.531158,23.217363,30.3,"113.531158,23.217363"
113.26747399999999,23.194187,54.5,"113.26747399999999,23.194187"
113.20018400000001,23.075437,25.7,"113.20018400000001,23.075437"
113.263176,23.187335,66.2,"113.263176,23.187335"
113.288578,23.139498,74.2,"113.288578,23.139498"
113.31679,23.125995,176.7,"113.31679,23.125995"
113.220003,23.117979000000002,28.3,"113.220003,23.117979000000002"
113.229354,23.156246,38.5,"113.229354,23.156246"
113.57929399999999,23.110272,28.9,"113.57929399999999,23.110272"
113.338606,23.126019,70.4,"113.338606,23.126019"
113.265791,23.138815,97.8,"113.265791,23.138815"
113.31619429321998,22.984642729593002,42.9,"113.31619429321998,22.984642729593002"
113.34528999999999,23.191841,45.5,"113.34528999999999,23.191841"
113.322451,23.102732999999997,69.3,"113.322451,23.102732999999997"
113.273016,23.210753,33.3,"113.273016,23.210753"
113.28076899999999,23.145651,108.0,"113.28076899999999,23.145651"
113.588167,23.118249,26.0,"113.588167,23.118249"
113.23858700000001,23.072062,52.0,"113.23858700000001,23.072062"
113.307776,23.041635999999997,34.8,"113.307776,23.041635999999997"
113.32480600000001,23.094458,96.2,"113.32480600000001,23.094458"
113.3161,23.067705,76.9,"113.3161,23.067705"
113.224681,23.118651999999997,38.3,"113.224681,23.118651999999997"
113.39353100000001,23.135745,25.6,"113.39353100000001,23.135745"
113.341315,23.155378,100.0,"113.341315,23.155378"
113.36339299999999,23.095763,33.3,"113.36339299999999,23.095763"
113.56556100000002,23.106054999999998,23.1,"113.56556100000002,23.106054999999998"
113.375832,23.137446,16.7,"113.375832,23.137446"
113.481284,22.951639,42.5,"113.481284,22.951639"
113.29833500000001,23.229237,52.9,"113.29833500000001,23.229237"
113.531158,23.217363,30.4,"113.531158,23.217363"
113.3790471794173,22.944808407047056,60.7,"113.3790471794173,22.944808407047056"
113.825827,23.228447,26.5,"113.825827,23.228447"
113.27320800000001,23.212003,28.9,"113.27320800000001,23.212003"
113.352519,23.000923999999998,19.3,"113.352519,23.000923999999998"
113.489899,22.954772,29.9,"113.489899,22.954772"
113.2668,23.124845999999998,38.9,"113.2668,23.124845999999998"
113.202634,23.078098999999998,22.1,"113.202634,23.078098999999998"
113.39163400000001,23.131509,38.2,"113.39163400000001,23.131509"
113.328069,22.966256,41.7,"113.328069,22.966256"
113.243457,23.168605,48.9,"113.243457,23.168605"
113.336316,23.016999,55.6,"113.336316,23.016999"
113.29886100000002,23.135382999999997,75.0,"113.29886100000002,23.135382999999997"
113.24765,23.156086,100.0,"113.24765,23.156086"
113.26683799999999,23.113913,60.7,"113.26683799999999,23.113913"
113.28076200000001,23.126404,48.4,"113.28076200000001,23.126404"
113.279215,23.141322,102.0,"113.279215,23.141322"
113.27623700000001,23.172302,37.1,"113.27623700000001,23.172302"
113.33561499999999,23.188755,66.7,"113.33561499999999,23.188755"
113.282338,23.246715,33.3,"113.282338,23.246715"
113.33280900000001,23.026889,40.0,"113.33280900000001,23.026889"
113.408976,23.124938,44.4,"113.408976,23.124938"
113.365385,22.961130999999998,36.1,"113.365385,22.961130999999998"
113.34551,23.104841,86.4,"113.34551,23.104841"
113.338431,23.143410999999997,89.6,"113.338431,23.143410999999997"
113.23076499999999,23.136981,46.3,"113.23076499999999,23.136981"
113.213228,23.117115,42.1,"113.213228,23.117115"
113.33714199999999,23.212933,75.0,"113.33714199999999,23.212933"
113.346947,23.144961,113.3,"113.346947,23.144961"
113.640507,23.634742000000003,11.2,"113.640507,23.634742000000003"
113.294302,23.103079,92.1,"113.294302,23.103079"
113.23961399999999,23.103526000000002,52.4,"113.23961399999999,23.103526000000002"
113.30925,23.048157999999997,53.3,"113.30925,23.048157999999997"
113.339501,23.169995999999998,44.6,"113.339501,23.169995999999998"
113.53698600000001,22.798776999999998,25.4,"113.53698600000001,22.798776999999998"
113.36814299999999,23.136844,70.0,"113.36814299999999,23.136844"
113.276924,23.102378,72.7,"113.276924,23.102378"
113.29980800000001,23.07434,62.5,"113.29980800000001,23.07434"
113.60030800000001,23.130957000000002,24.7,"113.60030800000001,23.130957000000002"
113.413215,23.172647,83.3,"113.413215,23.172647"
113.337376,23.187896,58.3,"113.337376,23.187896"
113.26586599999999,23.204513000000002,55.6,"113.26586599999999,23.204513000000002"
113.42169299999999,23.133214000000002,30.0,"113.42169299999999,23.133214000000002"
113.449831,23.190724,58.8,"113.449831,23.190724"
113.298809,23.240432000000002,49.0,"113.298809,23.240432000000002"
113.346556,23.128523,108.7,"113.346556,23.128523"
113.35586699999999,22.91692,16.7,"113.35586699999999,22.91692"
113.311089,23.072216,60.0,"113.311089,23.072216"
113.58871264555,23.553343386593,16.9,"113.58871264555,23.553343386593"
113.258172,23.195706,55.0,"113.258172,23.195706"
113.210834,23.181746,37.5,"113.210834,23.181746"
113.326376,23.128776000000002,152.0,"113.326376,23.128776000000002"
113.360998,23.066285,20.4,"113.360998,23.066285"
113.382327,22.919779000000002,44.2,"113.382327,22.919779000000002"
113.2642,23.157318,47.3,"113.2642,23.157318"
113.49086899999999,22.944775,46.4,"113.49086899999999,22.944775"
113.340488,23.129151,91.6,"113.340488,23.129151"
113.217031,23.164078,50.0,"113.217031,23.164078"
113.549218,22.804075,24.6,"113.549218,22.804075"
113.42011399999998,23.124493,58.5,"113.42011399999998,23.124493"
113.288982,23.217292999999998,53.8,"113.288982,23.217292999999998"
113.241424,23.132487,91.7,"113.241424,23.132487"
113.347517,23.147399,95.2,"113.347517,23.147399"
113.36892399999999,23.463734,26.6,"113.36892399999999,23.463734"
