longitude,latitude,aver_price,latlon
121.244126,31.04927,52.3,"121.244126,31.04927"
121.53056780000001,31.23972158,186.7,"121.53056780000001,31.23972158"
121.446148,31.196171999999997,202.9,"121.446148,31.196171999999997"
121.53376019999999,31.24132805,121.2,"121.53376019999999,31.24132805"
121.25583999999999,31.040236,78.6,"121.25583999999999,31.040236"
121.25809199999999,31.124545,48.1,"121.25809199999999,31.124545"
121.532785,31.321813,90.6,"121.532785,31.321813"
121.50313799999999,31.261886999999998,84.3,"121.50313799999999,31.261886999999998"
121.50393100000001,31.184457000000002,123.3,"121.50393100000001,31.184457000000002"
121.429249,31.04223,33.7,"121.429249,31.04223"
121.388411,31.250634,75.2,"121.388411,31.250634"
121.19953600000001,31.045803999999997,69.8,"121.19953600000001,31.045803999999997"
121.362808,31.10631595,35.1,"121.362808,31.10631595"
121.456397,31.331925,59.0,"121.456397,31.331925"
121.46676000000001,30.924719,25.8,"121.46676000000001,30.924719"
121.370725,31.407259999999997,33.6,"121.370725,31.407259999999997"
121.50473600000001,31.176752,114.3,"121.50473600000001,31.176752"
121.44297390000001,31.24019708,156.0,"121.44297390000001,31.24019708"
121.4463817,31.14552894,51.3,"121.4463817,31.14552894"
121.48599399999999,31.341862,58.8,"121.48599399999999,31.341862"
121.445025,30.999746000000002,19.4,"121.445025,30.999746000000002"
121.749825,31.044906,26.1,"121.749825,31.044906"
121.382038,31.191665999999998,91.7,"121.382038,31.191665999999998"
121.67823899999999,31.231371000000003,80.6,"121.67823899999999,31.231371000000003"
121.42822659999999,31.24090706,105.0,"121.42822659999999,31.24090706"
121.259622,31.335988,45.6,"121.259622,31.335988"
121.29750800000001,31.174697,82.0,"121.29750800000001,31.174697"
121.58953899999999,31.290138,67.5,"121.58953899999999,31.290138"
121.332853,31.081889,51.0,"121.332853,31.081889"
121.678409,31.247214000000003,65.3,"121.678409,31.247214000000003"
121.39435800000001,31.109125,70.2,"121.39435800000001,31.109125"
121.51406599999999,31.236233000000002,145.7,"121.51406599999999,31.236233000000002"
121.41558400000001,31.213265000000003,139.7,"121.41558400000001,31.213265000000003"
121.198601,31.052462,44.4,"121.198601,31.052462"
121.49281299999998,31.210359000000004,90.4,"121.49281299999998,31.210359000000004"
121.40772,31.194389,204.5,"121.40772,31.194389"
121.240334,31.047132,65.6,"121.240334,31.047132"
121.03139499999999,31.119975,11.6,"121.03139499999999,31.119975"
121.51406599999999,31.236233000000002,213.6,"121.51406599999999,31.236233000000002"
121.59656000000001,31.248526000000002,114.3,"121.59656000000001,31.248526000000002"
121.488277,31.294784999999997,89.1,"121.488277,31.294784999999997"
121.53973799999999,31.211494000000002,122.7,"121.53973799999999,31.211494000000002"
121.464022,31.211802000000002,129.3,"121.464022,31.211802000000002"
121.19964399999999,31.110319,48.3,"121.19964399999999,31.110319"
121.54746399999999,31.220335,128.4,"121.54746399999999,31.220335"
121.350627,31.090662,19.6,"121.350627,31.090662"
